date,rate
20050304,1.3244
20050307,1.3203
20050308,1.3342
20050309,1.3384
20050310,1.3409
20050311,1.3465
20050314,1.3346
20050315,1.3315
20050316,1.3423
20050317,1.3373
20050318,1.3311
20050321,1.3165
20050322,1.3210
20050323,1.3005
20050324,1.2957
20050325,1.2954
20050328,1.2877
20050329,1.2913
20050330,1.2944
20050331,1.2969
20050401,1.2896
20050404,1.2838
20050405,1.2842
20050406,1.2868
20050407,1.2906
20050408,1.2912
20050411,1.2972
20050412,1.2873
20050413,1.2918
20050414,1.2819
20050415,1.2928
20050418,1.3037
20050419,1.3034
20050420,1.3080
20050421,1.3093
20050422,1.3068
20050425,1.2984
20050426,1.2964
20050427,1.2938
20050428,1.2916
20050429,1.2919
20050502,1.2857
20050503,1.2889
20050504,1.2936
20050505,1.2936
20050506,1.2832
20050509,1.2839
20050510,1.2877
20050511,1.2803
20050512,1.2706
20050513,1.2645
20050516,1.2630
20050517,1.2644
20050518,1.2660
20050519,1.2628
20050520,1.2553
20050523,1.2575
20050524,1.2588
20050525,1.2602
20050526,1.2517
20050527,1.2568
20050531,1.2349
20050601,1.2232
20050602,1.2266
20050603,1.2227
20050606,1.2268
20050607,1.2277
20050608,1.2320
20050609,1.2216
20050610,1.2127
20050613,1.2035
20050614,1.2038
20050615,1.2106
20050616,1.2089
20050617,1.2240
20050620,1.2140
20050621,1.2134
20050622,1.2130
20050623,1.2054
20050624,1.2088
20050627,1.2152
20050628,1.2078
20050629,1.2101
20050630,1.2098
20050701,1.1957
20050705,1.1917
20050706,1.1918
20050707,1.1928
20050708,1.1934
20050711,1.2066
20050712,1.2200
20050713,1.2090
20050714,1.2089
20050715,1.2037
20050718,1.2077
20050719,1.2001
20050720,1.2046
20050721,1.2113
20050722,1.2079
20050725,1.2054
20050726,1.2007
20050727,1.2048
20050728,1.2121
20050729,1.2129
20050801,1.2195
20050802,1.2209
20050803,1.2337
20050804,1.2383
20050805,1.2327
20050808,1.2361
20050809,1.2347
20050810,1.2345
20050811,1.2434
20050812,1.2428
20050815,1.2362
20050816,1.2342
20050817,1.2290
20050818,1.2178
20050819,1.2147
20050822,1.2235
20050823,1.2213
20050824,1.2239
20050825,1.2311
20050826,1.2324
20050829,1.2248
20050830,1.2204
20050831,1.2330
20050901,1.2447
20050902,1.2538
20050906,1.2483
20050907,1.2439
20050908,1.2400
20050909,1.2433
20050912,1.2288
20050913,1.2263
20050914,1.2282
20050915,1.2216
20050916,1.2214
20050919,1.2153
20050920,1.2177
20050921,1.2208
20050922,1.2153
20050923,1.2077
20050926,1.2036
20050927,1.2011
20050928,1.2016
20050929,1.2020
20050930,1.2058
20051003,1.1914
20051004,1.1918
20051005,1.1984
20051006,1.2133
20051007,1.2115
20051011,1.2015
20051012,1.2040
20051013,1.1938
20051014,1.2073
20051017,1.2040
20051018,1.1939
20051019,1.1988
20051020,1.1982
20051021,1.1958
20051024,1.1998
20051025,1.2099
20051026,1.2082
20051027,1.2148
20051028,1.2089
20051031,1.1995
20051101,1.1998
20051102,1.2067
20051103,1.1971
20051104,1.1828
20051107,1.1795
20051108,1.1773
20051109,1.1748
20051110,1.1740
20051114,1.1667
20051115,1.1695
20051116,1.1672
20051117,1.1706
20051118,1.1741
20051121,1.1734
20051122,1.1737
20051123,1.1799
20051125,1.1724
20051128,1.1804
20051129,1.1786
20051130,1.1790
20051201,1.1702
20051202,1.1699
20051205,1.1787
20051206,1.1784
20051207,1.1722
20051208,1.1830
20051209,1.1824
20051212,1.1969
20051213,1.1926
20051214,1.2041
20051215,1.1965
20051216,1.2012
20051219,1.1996
20051220,1.1848
20051221,1.1816
20051222,1.1883
20051223,1.1857
20051227,1.1856
20051228,1.1875
20051229,1.1846
20051230,1.1842
20060103,1.1980
20060104,1.2091
20060105,1.2101
20060106,1.2148
20060109,1.2064
20060110,1.2063
20060111,1.2135
20060112,1.2035
20060113,1.2103
20060117,1.2073
20060118,1.2083
20060119,1.2110
20060120,1.2101
20060123,1.2276
20060124,1.2287
20060125,1.2252
20060126,1.2229
20060127,1.2130
20060130,1.2091
20060131,1.2158
20060201,1.2092
20060202,1.2100
20060203,1.2021
20060206,1.1971
20060207,1.1974
20060208,1.1935
20060209,1.1963
20060210,1.1920
20060213,1.1905
20060214,1.1895
20060215,1.1884
20060216,1.1882
20060217,1.1906
20060221,1.1912
20060222,1.1905
20060223,1.1923
20060224,1.1882
20060227,1.1860
20060228,1.1925
20060301,1.1899
20060302,1.2003
20060303,1.2028
20060306,1.2002
20060307,1.1888
20060308,1.1914
20060309,1.1920
20060310,1.1886
20060313,1.1942
20060314,1.2025
20060315,1.2045
20060316,1.2151
20060317,1.2197
20060320,1.2168
20060321,1.2079
20060322,1.2095
20060323,1.1984
20060324,1.2034
20060327,1.2015
20060328,1.2078
20060329,1.2030
20060330,1.2132
20060331,1.2139
20060403,1.2124
20060404,1.2258
20060405,1.2272
20060406,1.2216
20060407,1.2109
20060410,1.2091
20060411,1.2125
20060412,1.2107
20060413,1.2107
20060414,1.2106
20060417,1.2267
20060418,1.2274
20060419,1.2345
20060420,1.2326
20060421,1.2340
20060424,1.2373
20060425,1.2412
20060426,1.2464
20060427,1.2525
20060428,1.2624
20060501,1.2607
20060502,1.2644
20060503,1.2639
20060504,1.2684
20060505,1.2733
20060508,1.2720
20060509,1.2747
20060510,1.2799
20060511,1.2855
20060512,1.2888
20060515,1.2826
20060516,1.2817
20060517,1.2722
20060518,1.2795
20060519,1.2750
20060522,1.2850
20060523,1.2844
20060524,1.2747
20060525,1.2777
20060526,1.2739
20060530,1.2868
20060531,1.2833
20060601,1.2824
20060602,1.2912
20060605,1.2953
20060606,1.2828
20060607,1.2799
20060608,1.2648
20060609,1.2636
20060612,1.2587
20060613,1.2574
20060614,1.2631
20060615,1.2616
20060616,1.2623
20060619,1.2577
20060620,1.2568
20060621,1.2665
20060622,1.2582
20060623,1.2522
20060626,1.2554
20060627,1.2589
20060628,1.2532
20060629,1.2534
20060630,1.2779
20060703,1.2793
20060705,1.2726
20060706,1.2757
20060707,1.2822
20060710,1.2751
20060711,1.2754
20060712,1.2706
20060713,1.2673
20060714,1.2641
20060717,1.2529
20060718,1.2500
20060719,1.2560
20060720,1.2639
20060721,1.2684
20060724,1.2630
20060725,1.2576
20060726,1.2628
20060727,1.2732
20060728,1.2748
20060731,1.2764
20060801,1.2778
20060802,1.2798
20060803,1.2779
20060804,1.2894
20060807,1.2867
20060808,1.2839
20060809,1.2888
20060810,1.2765
20060811,1.2757
20060814,1.2735
20060815,1.2788
20060816,1.2864
20060817,1.2870
20060818,1.2810
20060821,1.2914
20060822,1.2804
20060823,1.2794
20060824,1.2760
20060825,1.2767
20060828,1.2784
20060829,1.2768
20060830,1.2825
20060831,1.2793
20060901,1.2833
20060905,1.2810
20060906,1.2787
20060907,1.2757
20060908,1.2673
20060911,1.2699
20060912,1.2693
20060913,1.2708
20060914,1.2736
20060915,1.2648
20060918,1.2671
20060919,1.2683
20060920,1.2701
20060921,1.2730
20060922,1.2796
20060925,1.2747
20060926,1.2687
20060927,1.2699
20060928,1.2697
20060929,1.2687
20061002,1.2744
20061003,1.2727
20061004,1.2687
20061005,1.2687
20061006,1.2600
20061010,1.2541
20061011,1.2547
20061012,1.2537
20061013,1.2502
20061016,1.2518
20061017,1.2564
20061018,1.2516
20061019,1.2594
20061020,1.2613
20061023,1.2544
20061024,1.2565
20061025,1.2591
20061026,1.2669
20061027,1.2725
20061030,1.2717
20061031,1.2773
20061101,1.2771
20061102,1.2780
20061103,1.2705
20061106,1.2715
20061107,1.2806
20061108,1.2775
20061109,1.2835
20061110,1.2861
20061113,1.2810
20061114,1.2812
20061115,1.2808
20061116,1.2808
20061117,1.2823
20061120,1.2810
20061121,1.2824
20061122,1.2928
20061124,1.3081
20061127,1.3120
20061128,1.3162
20061129,1.3146
20061130,1.3261
20061201,1.3316
20061204,1.3327
20061205,1.3327
20061206,1.3307
20061207,1.3296
20061208,1.3215
20061211,1.3223
20061212,1.3233
20061213,1.3215
20061214,1.3174
20061215,1.3095
20061218,1.3073
20061219,1.3194
20061220,1.3183
20061221,1.3175
20061222,1.3131
20061226,1.3132
20061227,1.3125
20061228,1.3158
20061229,1.3197
20070102,1.3286
20070103,1.3169
20070104,1.3094
20070105,1.3005
20070108,1.3023
20070109,1.2995
20070110,1.2940
20070111,1.2904
20070112,1.2926
20070116,1.2918
20070117,1.2948
20070118,1.2942
20070119,1.2968
20070122,1.2957
20070123,1.3025
20070124,1.2964
20070125,1.2980
20070126,1.2909
20070129,1.2948
20070130,1.2954
20070131,1.2998
20070201,1.3021
20070202,1.2960
20070205,1.2933
20070206,1.2969
20070207,1.3020
20070208,1.3034
20070209,1.3005
20070212,1.2962
20070213,1.3024
20070214,1.3126
20070215,1.3140
20070216,1.3137
20070220,1.3134
20070221,1.3126
20070222,1.3134
20070223,1.3164
20070226,1.3159
20070227,1.3246
20070228,1.3230
20070301,1.3173
20070302,1.3182
20070305,1.3094
20070306,1.3108
20070307,1.3148
20070308,1.3129
20070309,1.3118
20070312,1.3186
20070313,1.3199
20070314,1.3227
20070315,1.3249
20070316,1.3307
20070319,1.3299
20070320,1.3291
